date,game_id,team,before_rank,before,after,change,opponent,opponent_before,result,my_score,opponent_score,tournament,importance,expected
2024-03-19 10:30:00,138497,Mexico,4,1600.46,1601.08,0.62,Brazil,1296.3,W,6,0,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.7626
2024-03-19 10:30:00,138497,Brazil,19,1296.3,1295.69,-0.62,Mexico,1600.46,L,0,6,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.2374
2024-03-19 12:30:00,138230,Venezuela,6,1530.81,1531.78,0.98,Cuba,1493.56,W,11,10,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.5357
2024-03-19 12:30:00,138230,Cuba,7,1493.56,1492.59,-0.98,Venezuela,1530.81,L,10,11,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.4643
2024-03-19 14:30:00,138494,Bahamas,54,792.39,792.18,-0.21,Dominican Republic,1450.18,L,3,11,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.0742
2024-03-19 14:30:00,138494,Dominican Republic,11,1450.18,1450.39,0.21,Bahamas,792.39,W,11,3,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.9258
2024-03-19 14:30:00,138496,Venezuela,6,1531.78,1529.9,-1.88,Nicaragua,1240.36,L,2,7,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.7537
2024-03-19 14:30:00,138496,Nicaragua,21,1240.36,1242.24,1.88,Venezuela,1531.78,W,7,2,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.2463
2024-03-20 10:30:00,138501,Cuba,7,1492.59,1490.42,-2.17,Nicaragua,1242.24,L,1,11,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.7233
2024-03-20 10:30:00,138501,Nicaragua,21,1242.24,1244.41,2.17,Cuba,1492.59,W,11,1,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.2767
2024-03-20 10:30:00,138505,Argentina,23,1186.26,1184.05,-2.21,Bahamas,792.18,L,11,18,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.8194
2024-03-20 10:30:00,138505,Bahamas,54,792.18,794.4,2.21,Argentina,1186.26,W,18,11,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.1806
2024-03-20 14:30:00,138502,Dominican Republic,11,1450.39,1451.46,1.07,Brazil,1295.69,W,13,3,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.6442
2024-03-20 14:30:00,138502,Brazil,19,1295.69,1294.62,-1.07,Dominican Republic,1450.39,L,3,13,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.3558
2024-03-20 14:30:00,138504,Puerto Rico,12,1446.79,1448.47,1.68,Venezuela,1529.9,W,11,2,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.4209
2024-03-20 14:30:00,138504,Venezuela,6,1529.9,1528.22,-1.68,Puerto Rico,1446.79,L,2,11,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.5791
2024-03-20 14:30:00,138506,Panama,10,1461.81,1460.85,-0.96,Mexico,1601.08,L,2,8,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.3695
2024-03-20 14:30:00,138506,Mexico,3,1601.08,1602.04,0.96,Panama,1461.81,W,8,2,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.6305
2024-03-21 10:30:00,138984,Venezuela,6,1528.22,1528.86,0.64,Brazil,1294.62,W,7,5,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.7102
2024-03-21 10:30:00,138984,Brazil,19,1294.62,1293.98,-0.64,Venezuela,1528.22,L,5,7,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.2898
2024-03-21 10:30:00,138986,Mexico,3,1602.04,1602.48,0.44,Nicaragua,1244.41,W,3,1,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.7978
2024-03-21 10:30:00,138986,Nicaragua,21,1244.41,1243.96,-0.44,Mexico,1602.04,L,1,3,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.2022
2024-03-21 14:30:00,138987,Dominican Republic,11,1451.46,1450.4,-1.06,Puerto Rico,1448.47,L,4,5,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.5029
2024-03-21 14:30:00,138987,Puerto Rico,12,1448.47,1449.53,1.06,Dominican Republic,1451.46,W,5,4,VI Panamericano Sub-15 - VI U-15 Pan American 2024,2.0,0.4971
2024-07-02 10:30:00,142972,Czechia,18,1341.94,1342.99,1.05,France,1178.88,W,14,4,U-12 Baseball European Championship 2024,2.0,0.6515
2024-07-02 10:30:00,142972,France,24,1178.88,1177.84,-1.05,Czechia,1341.94,L,4,14,U-12 Baseball European Championship 2024,2.0,0.3485
2024-07-02 13:00:00,142973,Netherlands,8,1475.45,1475.89,0.43,Lithuania,1012.71,W,26,0,U-12 Baseball European Championship 2024,2.0,0.8552
2024-07-02 13:00:00,142973,Lithuania,37,1012.71,1012.27,-0.43,Netherlands,1475.45,L,0,26,U-12 Baseball European Championship 2024,2.0,0.1448
2024-07-02 15:30:00,142974,Italy,16,1366.76,1367.5,0.74,Austria,1077.34,W,15,0,U-12 Baseball European Championship 2024,2.0,0.7523
2024-07-02 15:30:00,142974,Austria,33,1077.34,1076.6,-0.74,Italy,1366.76,L,0,15,U-12 Baseball European Championship 2024,2.0,0.2477
2024-07-02 18:00:00,142975,Germany,20,1283.3,1284.32,1.02,Ukraine,1108.93,W,16,3,U-12 Baseball European Championship 2024,2.0,0.6613
2024-07-02 18:00:00,142975,Ukraine,29,1108.93,1107.91,-1.02,Germany,1283.3,L,3,16,U-12 Baseball European Championship 2024,2.0,0.3387
2024-07-03 10:30:00,142976,Austria,33,1076.6,1076.07,-0.53,Netherlands,1475.89,L,2,12,U-12 Baseball European Championship 2024,2.0,0.1777
2024-07-03 10:30:00,142976,Netherlands,8,1475.89,1476.42,0.53,Austria,1076.6,W,12,2,U-12 Baseball European Championship 2024,2.0,0.8223
2024-07-03 11:00:00,145849,Poland,66,630.2,630.07,-0.13,Great Britain,1361.06,L,1,3,U-12 Baseball European Championship B Pool 2024,2.0,0.0571
2024-07-03 11:00:00,145849,Great Britain,17,1361.06,1361.19,0.13,Poland,630.2,W,3,1,U-12 Baseball European Championship B Pool 2024,2.0,0.9429
2024-07-03 13:00:00,142977,Ukraine,29,1107.91,1107.05,-0.87,Czechia,1342.99,L,0,21,U-12 Baseball European Championship 2024,2.0,0.2886
2024-07-03 13:00:00,142977,Czechia,18,1342.99,1343.85,0.87,Ukraine,1107.91,W,21,0,U-12 Baseball European Championship 2024,2.0,0.7114
2024-07-03 14:00:00,145850,Belgium,27,1163.29,1163.84,0.55,Hungary,795.25,W,10,2,U-12 Baseball European Championship B Pool 2024,2.0,0.8041
2024-07-03 14:00:00,145850,Hungary,53,795.25,794.71,-0.55,Belgium,1163.29,L,2,10,U-12 Baseball European Championship B Pool 2024,2.0,0.1959
2024-07-03 15:30:00,142978,Lithuania,37,1012.27,1011.66,-0.61,Italy,1367.5,L,0,21,U-12 Baseball European Championship 2024,2.0,0.2037
2024-07-03 15:30:00,142978,Italy,16,1367.5,1368.12,0.61,Lithuania,1012.27,W,21,0,U-12 Baseball European Championship 2024,2.0,0.7963
2024-07-03 17:00:00,145852,Slovakia,36,1015.84,1016.49,0.66,Romania,683.76,W,17,0,U-12 Baseball European Championship B Pool 2024,2.0,0.7815
2024-07-03 17:00:00,145852,Romania,63,683.76,683.11,-0.66,Slovakia,1015.84,L,0,17,U-12 Baseball European Championship B Pool 2024,2.0,0.2185
2024-07-03 18:00:00,142979,France,24,1177.84,1176.92,-0.92,Germany,1284.32,L,2,5,U-12 Baseball European Championship 2024,2.0,0.3992
2024-07-03 18:00:00,142979,Germany,20,1284.32,1285.24,0.92,France,1177.84,W,5,2,U-12 Baseball European Championship 2024,2.0,0.6008
2024-07-04 10:30:00,142980,Austria,33,1076.07,1077.38,1.32,Lithuania,1011.66,W,17,3,U-12 Baseball European Championship 2024,2.0,0.5615
2024-07-04 10:30:00,142980,Lithuania,37,1011.66,1010.34,-1.32,Austria,1076.07,L,3,17,U-12 Baseball European Championship 2024,2.0,0.4385
2024-07-04 11:00:00,145853,Hungary,53,794.71,793.14,-1.57,Poland,630.07,L,6,10,U-12 Baseball European Championship B Pool 2024,2.0,0.6529
2024-07-04 11:00:00,145853,Poland,66,630.07,631.64,1.57,Hungary,794.71,W,10,6,U-12 Baseball European Championship B Pool 2024,2.0,0.3471
2024-07-04 13:00:00,142981,Netherlands,8,1476.42,1477.38,0.95,Italy,1368.12,W,5,1,U-12 Baseball European Championship 2024,2.0,0.6024
2024-07-04 13:00:00,142981,Italy,16,1368.12,1367.16,-0.95,Netherlands,1476.42,L,1,5,U-12 Baseball European Championship 2024,2.0,0.3976
2024-07-04 14:00:00,145856,Romania,63,683.11,682.7,-0.41,Belgium,1163.84,L,1,20,U-12 Baseball European Championship B Pool 2024,2.0,0.1365
2024-07-04 14:00:00,145856,Belgium,27,1163.84,1164.25,0.41,Romania,683.11,W,20,1,U-12 Baseball European Championship B Pool 2024,2.0,0.8635
2024-07-04 15:30:00,142982,France,24,1176.92,1178.22,1.3,Ukraine,1107.05,W,13,0,U-12 Baseball European Championship 2024,2.0,0.5666
2024-07-04 15:30:00,142982,Ukraine,29,1107.05,1105.75,-1.3,France,1176.92,L,0,13,U-12 Baseball European Championship 2024,2.0,0.4334
2024-07-04 17:00:00,145857,Great Britain,17,1361.19,1359.29,-1.9,Slovakia,1016.49,L,6,10,U-12 Baseball European Championship B Pool 2024,2.0,0.7896
2024-07-04 17:00:00,145857,Slovakia,36,1016.49,1018.39,1.9,Great Britain,1361.19,W,10,6,U-12 Baseball European Championship B Pool 2024,2.0,0.2104
2024-07-04 18:00:00,142983,Germany,20,1285.24,1286.4,1.17,Czechia,1343.85,W,5,4,U-12 Baseball European Championship 2024,2.0,0.444
2024-07-04 18:00:00,142983,Czechia,18,1343.85,1342.69,-1.17,Germany,1285.24,L,4,5,U-12 Baseball European Championship 2024,2.0,0.556
2024-07-05 10:30:00,142984,Austria,33,1077.38,1078.96,1.58,Ukraine,1105.75,W,12,2,U-12 Baseball European Championship 2024,2.0,0.4728
2024-07-05 10:30:00,142984,Ukraine,29,1105.75,1104.16,-1.58,Austria,1077.38,L,2,12,U-12 Baseball European Championship 2024,2.0,0.5272
2024-07-05 11:00:00,142965,Hungary,54,793.14,794.13,0.99,Romania,682.7,W,13,8,U-12 Baseball European Championship B Pool 2024,2.0,0.6044
2024-07-05 11:00:00,142965,Romania,63,682.7,681.71,-0.99,Hungary,793.14,L,8,13,U-12 Baseball European Championship B Pool 2024,2.0,0.3956
2024-07-05 13:00:00,142985,France,24,1178.22,1179.25,1.03,Lithuania,1010.34,W,15,0,U-12 Baseball European Championship 2024,2.0,0.6557
2024-07-05 13:00:00,142985,Lithuania,37,1010.34,1009.31,-1.03,France,1178.22,L,0,15,U-12 Baseball European Championship 2024,2.0,0.3443
2024-07-05 14:00:00,142966,Great Britain,17,1359.29,1357.86,-1.43,Belgium,1164.25,L,2,3,U-12 Baseball European Championship B Pool 2024,2.0,0.6788
2024-07-05 14:00:00,142966,Belgium,27,1164.25,1165.68,1.43,Great Britain,1359.29,W,3,2,U-12 Baseball European Championship B Pool 2024,2.0,0.3212
2024-07-05 15:30:00,142987,Netherlands,8,1477.38,1478.24,0.86,Czechia,1342.69,W,3,0,U-12 Baseball European Championship 2024,2.0,0.6264
2024-07-05 15:30:00,142987,Czechia,18,1342.69,1341.83,-0.86,Netherlands,1477.38,L,0,3,U-12 Baseball European Championship 2024,2.0,0.3736
2024-07-05 17:00:00,142967,Slovakia,36,1018.39,1018.94,0.55,Poland,631.64,W,18,3,U-12 Baseball European Championship B Pool 2024,2.0,0.8152
2024-07-05 17:00:00,142967,Poland,66,631.64,631.08,-0.55,Slovakia,1018.39,L,3,18,U-12 Baseball European Championship B Pool 2024,2.0,0.1848
2024-07-05 18:00:00,142986,Germany,20,1286.4,1288.13,1.73,Italy,1367.16,W,10,0,U-12 Baseball European Championship 2024,2.0,0.4231
2024-07-05 18:00:00,142986,Italy,16,1367.16,1365.43,-1.73,Germany,1286.4,L,0,10,U-12 Baseball European Championship 2024,2.0,0.5769
2024-07-06 10:30:00,142988,Ukraine,29,1104.16,1105.11,0.94,Lithuania,1009.31,W,7,4,U-12 Baseball European Championship 2024,2.0,0.59
2024-07-06 10:30:00,142988,Lithuania,37,1009.31,1008.37,-0.94,Ukraine,1104.16,L,4,7,U-12 Baseball European Championship 2024,2.0,0.41
2024-07-06 11:00:00,142969,Poland,66,631.08,632.73,1.65,Romania,681.71,W,12,2,U-12 Baseball European Championship B Pool 2024,2.0,0.4516
2024-07-06 11:00:00,142969,Romania,63,681.71,680.06,-1.65,Poland,631.08,L,2,12,U-12 Baseball European Championship B Pool 2024,2.0,0.5484
2024-07-06 13:00:00,142989,Austria,33,1078.96,1077.83,-1.13,France,1179.25,L,8,16,U-12 Baseball European Championship 2024,2.0,0.405
2024-07-06 13:00:00,142989,France,24,1179.25,1180.39,1.13,Austria,1078.96,W,16,8,U-12 Baseball European Championship 2024,2.0,0.595
2024-07-06 14:00:00,146124,Great Britain,17,1357.86,1355.62,-2.24,Hungary,794.13,L,6,11,U-12 Baseball European Championship B Pool 2024,2.0,0.8969
2024-07-06 14:00:00,146124,Hungary,54,794.13,796.37,2.24,Great Britain,1357.86,W,11,6,U-12 Baseball European Championship B Pool 2024,2.0,0.1031
2024-07-06 15:30:00,142990,Italy,16,1365.43,1363.86,-1.57,Czechia,1341.83,L,0,11,U-12 Baseball European Championship 2024,2.0,0.5226
2024-07-06 15:30:00,142990,Czechia,18,1341.83,1343.39,1.57,Italy,1365.43,W,11,0,U-12 Baseball European Championship 2024,2.0,0.4774
2024-07-06 17:20:00,146125,Slovakia,36,1018.94,1017.96,-0.98,Belgium,1165.68,L,5,12,U-12 Baseball European Championship B Pool 2024,2.0,0.3628
2024-07-06 17:20:00,146125,Belgium,27,1165.68,1166.66,0.98,Slovakia,1018.94,W,12,5,U-12 Baseball European Championship B Pool 2024,2.0,0.6372
2024-07-06 18:00:00,142991,Netherlands,8,1478.24,1476.55,-1.69,Germany,1288.13,L,0,5,U-12 Baseball European Championship 2024,2.0,0.6747
2024-07-06 18:00:00,142991,Germany,20,1288.13,1289.82,1.69,Netherlands,1478.24,W,5,0,U-12 Baseball European Championship 2024,2.0,0.3253
2024-07-07 11:00:00,146126,Romania,63,680.06,679.85,-0.21,Great Britain,1355.62,L,0,12,U-12 Baseball European Championship B Pool 2024,2.0,0.0696
2024-07-07 11:00:00,146126,Great Britain,17,1355.62,1355.83,0.21,Romania,680.06,W,12,0,U-12 Baseball European Championship B Pool 2024,2.0,0.9304
2024-07-07 14:00:00,146127,Belgium,27,1166.66,1166.9,0.24,Poland,632.73,W,8,7,U-12 Baseball European Championship B Pool 2024,2.0,0.8858
2024-07-07 14:00:00,146127,Poland,66,632.73,632.49,-0.24,Belgium,1166.66,L,7,8,U-12 Baseball European Championship B Pool 2024,2.0,0.1142
2024-07-07 17:00:00,146128,Hungary,53,796.37,795.59,-0.78,Slovakia,1017.96,L,3,9,U-12 Baseball European Championship B Pool 2024,2.0,0.2994
2024-07-07 17:00:00,146128,Slovakia,36,1017.96,1018.74,0.78,Hungary,796.37,W,9,3,U-12 Baseball European Championship B Pool 2024,2.0,0.7006
2024-07-08 10:00:00,142992,Austria,33,1077.83,1077.15,-0.69,Spain,1383.55,L,3,12,U-18 Baseball European Championship 2024,2.0,0.2363
2024-07-08 10:00:00,142992,Spain,15,1383.55,1384.23,0.69,Austria,1077.83,W,12,3,U-18 Baseball European Championship 2024,2.0,0.7637
2024-07-08 11:30:00,142993,Belgium,27,1166.9,1166.2,-0.7,Netherlands,1476.55,L,3,13,U-18 Baseball European Championship 2024,2.0,0.2336
2024-07-08 11:30:00,142993,Netherlands,8,1476.55,1477.25,0.7,Belgium,1166.9,W,13,3,U-18 Baseball European Championship 2024,2.0,0.7664
2024-07-08 14:00:00,142994,Israel,22,1211.27,1210.31,-0.97,Italy,1363.86,L,0,7,U-18 Baseball European Championship 2024,2.0,0.3576
2024-07-08 14:00:00,142994,Italy,16,1363.86,1364.83,0.97,Israel,1211.27,W,7,0,U-18 Baseball European Championship 2024,2.0,0.6424
2024-07-08 15:30:00,142996,France,24,1180.39,1181.22,0.84,Sweden,985.51,W,11,5,U-18 Baseball European Championship 2024,2.0,0.6787
2024-07-08 15:30:00,142996,Sweden,40,985.51,984.67,-0.84,France,1180.39,L,5,11,U-18 Baseball European Championship 2024,2.0,0.3213
2024-07-08 18:00:00,142995,Germany,20,1289.82,1290.8,0.98,Croatia,1102.23,W,15,0,U-18 Baseball European Championship 2024,2.0,0.6726
2024-07-08 18:00:00,142995,Croatia,30,1102.23,1101.25,-0.98,Germany,1289.82,L,0,15,U-18 Baseball European Championship 2024,2.0,0.3274
2024-07-08 19:30:00,142997,Great Britain,17,1355.83,1356.91,1.07,Czechia,1343.39,W,4,2,U-18 Baseball European Championship 2024,2.0,0.5119
2024-07-08 19:30:00,142997,Czechia,18,1343.39,1342.32,-1.07,Great Britain,1355.83,L,2,4,U-18 Baseball European Championship 2024,2.0,0.4881
2024-07-09 10:00:00,142998,Netherlands,8,1477.25,1477.98,0.73,France,1181.22,W,10,0,U-18 Baseball European Championship 2024,2.0,0.757
2024-07-09 10:00:00,142998,France,24,1181.22,1180.49,-0.73,Netherlands,1477.25,L,0,10,U-18 Baseball European Championship 2024,2.0,0.243
2024-07-09 11:30:00,143001,Italy,16,1364.83,1365.58,0.75,Austria,1077.15,W,10,0,U-18 Baseball European Championship 2024,2.0,0.751
2024-07-09 11:30:00,143001,Austria,33,1077.15,1076.4,-0.75,Italy,1364.83,L,0,10,U-18 Baseball European Championship 2024,2.0,0.249
2024-07-09 14:00:00,142999,Sweden,41,984.67,984.09,-0.58,Great Britain,1356.91,L,0,10,U-18 Baseball European Championship 2024,2.0,0.1933
2024-07-09 14:00:00,142999,Great Britain,17,1356.91,1357.49,0.58,Sweden,984.67,W,10,0,U-18 Baseball European Championship 2024,2.0,0.8067
2024-07-09 15:30:00,143002,Croatia,30,1101.25,1100.06,-1.19,Israel,1210.31,L,8,18,U-18 Baseball European Championship 2024,2.0,0.3969
2024-07-09 15:30:00,143002,Israel,22,1210.31,1211.5,1.19,Croatia,1101.25,W,18,8,U-18 Baseball European Championship 2024,2.0,0.6031
2024-07-09 18:00:00,143000,Spain,15,1384.23,1382.7,-1.53,Germany,1290.8,L,1,7,U-18 Baseball European Championship 2024,2.0,0.5887
2024-07-09 18:00:00,143000,Germany,20,1290.8,1292.33,1.53,Spain,1384.23,W,7,1,U-18 Baseball European Championship 2024,2.0,0.4113
2024-07-09 19:30:00,143003,Czechia,18,1342.32,1343.2,0.88,Belgium,1166.2,W,8,2,U-18 Baseball European Championship 2024,2.0,0.6628
2024-07-09 19:30:00,143003,Belgium,27,1166.2,1165.32,-0.88,Czechia,1342.32,L,2,8,U-18 Baseball European Championship 2024,2.0,0.3372
2024-07-10 10:00:00,143004,Italy,16,1365.58,1366.37,0.8,Croatia,1100.06,W,14,0,U-18 Baseball European Championship 2024,2.0,0.7348
2024-07-10 10:00:00,143004,Croatia,30,1100.06,1099.26,-0.8,Italy,1365.58,L,0,14,U-18 Baseball European Championship 2024,2.0,0.2652
2024-07-10 11:30:00,143007,Netherlands,8,1477.98,1479.06,1.08,Great Britain,1357.49,W,9,1,U-18 Baseball European Championship 2024,2.0,0.6136
2024-07-10 11:30:00,143007,Great Britain,17,1357.49,1356.4,-1.08,Netherlands,1477.98,L,1,9,U-18 Baseball European Championship 2024,2.0,0.3864
2024-07-10 14:00:00,143005,Czechia,18,1343.2,1343.8,0.6,Sweden,984.09,W,12,0,U-18 Baseball European Championship 2024,2.0,0.7987
2024-07-10 14:00:00,143005,Sweden,41,984.09,983.49,-0.6,Czechia,1343.2,L,0,12,U-18 Baseball European Championship 2024,2.0,0.2013
2024-07-10 15:30:00,143008,France,24,1180.49,1181.61,1.12,Belgium,1165.32,W,9,6,U-18 Baseball European Championship 2024,2.0,0.5146
2024-07-10 15:30:00,143008,Belgium,27,1165.32,1164.2,-1.12,France,1180.49,L,6,9,U-18 Baseball European Championship 2024,2.0,0.4854
2024-07-10 18:00:00,143006,Germany,20,1292.33,1293.24,0.91,Austria,1076.4,W,16,1,U-18 Baseball European Championship 2024,2.0,0.6961
2024-07-10 18:00:00,143006,Austria,33,1076.4,1075.49,-0.91,Germany,1292.33,L,1,16,U-18 Baseball European Championship 2024,2.0,0.3039
2024-07-10 19:30:00,143009,Spain,15,1382.7,1383.59,0.89,Israel,1211.5,W,9,3,U-18 Baseball European Championship 2024,2.0,0.6586
2024-07-10 19:30:00,143009,Israel,22,1211.5,1210.61,-0.89,Spain,1382.7,L,3,9,U-18 Baseball European Championship 2024,2.0,0.3414
2024-07-11 10:00:00,143010,Belgium,27,1164.2,1165.2,1.0,Sweden,983.49,W,11,1,U-18 Baseball European Championship 2024,2.0,0.6667
2024-07-11 10:00:00,143010,Sweden,41,983.49,982.49,-1.0,Belgium,1164.2,L,1,11,U-18 Baseball European Championship 2024,2.0,0.3333
2024-07-11 11:30:00,143013,France,24,1181.61,1180.73,-0.88,Great Britain,1356.4,L,5,11,U-18 Baseball European Championship 2024,2.0,0.3383
2024-07-11 11:30:00,143013,Great Britain,17,1356.4,1357.28,0.88,France,1181.61,W,11,5,U-18 Baseball European Championship 2024,2.0,0.6617
2024-07-11 16:40:00,143011,Netherlands,8,1479.06,1480.03,0.97,Czechia,1343.8,W,8,2,U-18 Baseball European Championship 2024,2.0,0.6269
2024-07-11 16:40:00,143011,Czechia,18,1343.8,1342.83,-0.97,Netherlands,1479.06,L,2,8,U-18 Baseball European Championship 2024,2.0,0.3731
2024-07-11 17:15:00,143014,Austria,33,1075.49,1076.58,1.1,Croatia,1099.26,W,4,3,U-18 Baseball European Championship 2024,2.0,0.4772
2024-07-11 17:15:00,143014,Croatia,30,1099.26,1098.17,-1.1,Austria,1075.49,L,3,4,U-18 Baseball European Championship 2024,2.0,0.5228
2024-07-11 18:00:00,143012,Germany,20,1293.24,1294.38,1.14,Israel,1210.61,W,9,2,U-18 Baseball European Championship 2024,2.0,0.5786
2024-07-11 18:00:00,143012,Israel,22,1210.61,1209.47,-1.14,Germany,1293.24,L,2,9,U-18 Baseball European Championship 2024,2.0,0.4214
2024-07-11 20:30:00,143015,Spain,15,1383.59,1382.5,-1.08,Italy,1366.37,L,1,2,U-18 Baseball European Championship 2024,2.0,0.5165
2024-07-11 20:30:00,143015,Italy,16,1366.37,1367.46,1.08,Spain,1383.59,W,2,1,U-18 Baseball European Championship 2024,2.0,0.4835
2024-07-12 10:00:00,143019,Czechia,18,1342.83,1341.4,-1.43,France,1180.73,L,8,10,U-18 Baseball European Championship 2024,2.0,0.6507
2024-07-12 10:00:00,143019,France,24,1180.73,1182.16,1.43,Czechia,1342.83,W,10,8,U-18 Baseball European Championship 2024,2.0,0.3493
2024-07-12 11:30:00,143016,Israel,22,1209.47,1208.16,-1.31,Austria,1076.58,L,6,7,U-18 Baseball European Championship 2024,2.0,0.6248
2024-07-12 11:30:00,143016,Austria,33,1076.58,1077.9,1.31,Israel,1209.47,W,7,6,U-18 Baseball European Championship 2024,2.0,0.3752
2024-07-12 14:00:00,143020,Great Britain,17,1357.28,1355.66,-1.62,Belgium,1165.2,L,2,6,U-18 Baseball European Championship 2024,2.0,0.6764
2024-07-12 14:00:00,143020,Belgium,27,1165.2,1166.83,1.62,Great Britain,1357.28,W,6,2,U-18 Baseball European Championship 2024,2.0,0.3236
2024-07-12 15:30:00,143017,Sweden,41,982.49,982.1,-0.39,Netherlands,1480.03,L,1,19,U-18 Baseball European Championship 2024,2.0,0.1291
2024-07-12 15:30:00,143017,Netherlands,8,1480.03,1480.42,0.39,Sweden,982.49,W,19,1,U-18 Baseball European Championship 2024,2.0,0.8709
2024-07-12 18:00:00,143021,Italy,16,1367.46,1368.57,1.12,Germany,1294.38,W,9,3,U-18 Baseball European Championship 2024,2.0,0.5697
2024-07-12 18:00:00,143021,Germany,19,1294.38,1293.26,-1.12,Italy,1367.46,L,3,9,U-18 Baseball European Championship 2024,2.0,0.4303
2024-07-12 19:30:00,143018,Croatia,30,1098.17,1097.41,-0.75,Spain,1382.5,L,0,13,U-18 Baseball European Championship 2024,2.0,0.2514
2024-07-12 19:30:00,143018,Spain,15,1382.5,1383.26,0.75,Croatia,1098.17,W,13,0,U-18 Baseball European Championship 2024,2.0,0.7486
2024-07-13 10:00:00,143022,Israel,22,1208.16,1208.84,0.68,Sweden,982.1,W,9,6,U-18 Baseball European Championship 2024,2.0,0.7042
2024-07-13 10:00:00,143022,Sweden,41,982.1,981.42,-0.68,Israel,1208.16,L,6,9,U-18 Baseball European Championship 2024,2.0,0.2958
2024-07-13 11:30:00,143025,Belgium,27,1166.83,1167.82,1.0,Croatia,1097.41,W,7,4,U-18 Baseball European Championship 2024,2.0,0.5662
2024-07-13 11:30:00,143025,Croatia,30,1097.41,1096.41,-1.0,Belgium,1166.83,L,4,7,U-18 Baseball European Championship 2024,2.0,0.4338
2024-07-13 14:00:00,143023,Spain,15,1383.26,1384.22,0.97,Czechia,1341.4,W,6,5,U-18 Baseball European Championship 2024,2.0,0.5401
2024-07-13 14:00:00,143023,Czechia,18,1341.4,1340.43,-0.97,Spain,1383.26,L,5,6,U-18 Baseball European Championship 2024,2.0,0.4599
2024-07-13 15:30:00,143026,France,24,1182.16,1183.37,1.2,Austria,1077.9,W,10,0,U-18 Baseball European Championship 2024,2.0,0.5987
2024-07-13 15:30:00,143026,Austria,33,1077.9,1076.69,-1.2,France,1182.16,L,0,10,U-18 Baseball European Championship 2024,2.0,0.4013
2024-07-13 18:00:00,143027,Netherlands,8,1480.42,1478.74,-1.68,Germany,1293.26,L,1,6,U-18 Baseball European Championship 2024,2.0,0.6722
2024-07-13 18:00:00,143027,Germany,20,1293.26,1294.94,1.68,Netherlands,1480.42,W,6,1,U-18 Baseball European Championship 2024,2.0,0.3278
2024-07-13 19:30:00,143024,Italy,16,1368.57,1369.6,1.02,Great Britain,1355.66,W,6,5,U-18 Baseball European Championship 2024,2.0,0.5124
2024-07-13 19:30:00,143024,Great Britain,17,1355.66,1354.64,-1.02,Italy,1368.57,L,5,6,U-18 Baseball European Championship 2024,2.0,0.4876
2024-07-14 10:00:00,143028,Israel,22,1208.84,1209.94,1.11,Belgium,1167.82,W,11,7,U-18 Baseball European Championship 2024,2.0,0.5393
2024-07-14 10:00:00,143028,Belgium,27,1167.82,1166.72,-1.11,Israel,1208.84,L,7,11,U-18 Baseball European Championship 2024,2.0,0.4607
2024-07-14 10:30:00,143031,Croatia,30,1096.41,1094.59,-1.83,Sweden,981.42,L,2,15,U-18 Baseball European Championship 2024,2.0,0.6086
2024-07-14 10:30:00,143031,Sweden,41,981.42,983.25,1.83,Croatia,1096.41,W,15,2,U-18 Baseball European Championship 2024,2.0,0.3914
2024-07-14 14:00:00,143033,Netherlands,8,1478.74,1479.58,0.84,Great Britain,1354.64,W,5,3,U-18 Baseball European Championship 2024,2.0,0.6169
2024-07-14 14:00:00,143033,Great Britain,17,1354.64,1353.79,-0.84,Netherlands,1478.74,L,3,5,U-18 Baseball European Championship 2024,2.0,0.3831
2024-07-14 14:30:00,143032,Austria,33,1076.69,1075.92,-0.77,Czechia,1340.43,L,2,11,U-18 Baseball European Championship 2024,2.0,0.2666
2024-07-14 14:30:00,143032,Czechia,18,1340.43,1341.21,0.77,Austria,1076.69,W,11,2,U-18 Baseball European Championship 2024,2.0,0.7334
